question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade,judge_Gemini Flash 3,judge_Nemotron 3 Super 120b a12,judge_OSS 120b,rationale_Gemini Flash 3,rationale_Nemotron 3 Super 120b a12,rationale_OSS 120b,majority_label,human_review_flag
HS-ESS2-058,HS-ESS2,HS-ESS2-1,applied,"If two tectonic plates are diverging at a mid-ocean ridge, what type of ocean-floor feature would you expect to form there over millions of years?","A long underwater mountain range called a mid-ocean ridge forms, and as magma wells up and cools, it creates new oceanic crust that spreads outward from the ridge on both sides.",claude-4.6-sonnet-thinking,11.15,1,1,1,The answer accurately identifies the mid-ocean ridge as the feature formed and correctly explains the process of seafloor spreading and crust formation.,"The answer correctly identifies the formation of a mid‑ocean ridge and the associated creation of new oceanic crust at a divergent boundary, directly answering the question.","The answer correctly identifies a mid‑ocean ridge as the feature formed by diverging plates and explains the process of new crust creation, fully addressing the question.",1,0
HS-ESS2-063,HS-ESS2,HS-ESS2-2,applied,"If large areas of Arctic sea ice melt due to rising temperatures, how would the exposed dark ocean surface change the rate of further warming?","Dark ocean water absorbs far more solar radiation than reflective white ice, so melting ice exposes more absorbing surface, which warms the ocean further and melts even more ice—a positive feedback loop called the ice-albedo feedback that accelerates warming.",claude-4.6-sonnet-thinking,11.15,1,1,1,"The answer accurately describes the ice-albedo feedback mechanism and its role as a positive feedback loop in accelerating global warming, which aligns perfectly with the standard.","The answer correctly describes the ice‑albedo positive feedback, showing how melting ice leads to a darker ocean surface that absorbs more solar radiation, causing further warming and more ice melt.","The answer correctly explains the ice‑albedo feedback: melting ice exposes dark ocean, increasing solar absorption, which raises warming and promotes more melt.",1,0
HS-ESS2-068,HS-ESS2,HS-ESS2-3,applied,"If a section of mantle rock near Earth's core heats up and becomes less dense, which direction will it move, and what happens to the cooler, denser rock above it?","The hotter, less dense rock rises toward the surface while the cooler, denser rock sinks downward, creating a convection current that cycles matter through the mantle.",claude-4.6-sonnet-thinking,11.45,1,1,1,The answer accurately describes the movement of mantle rock based on density changes and correctly identifies the resulting convection current as the mechanism for cycling matter.,"The answer correctly states that hotter, less dense mantle rock rises and cooler, denser rock sinks, which describes the thermal convection cycle required by the standard.","The answer correctly states that the heated, less dense mantle rock rises and the cooler, denser rock above it sinks, describing the convection cycle required by the standard.",1,0
HS-ESS2-073,HS-ESS2,HS-ESS2-4,applied,"If Earth's surface were covered with more ice and snow than it is today, how would that change the amount of solar energy absorbed by the planet?","More solar energy would be reflected back into space because ice and snow have a high albedo, meaning less energy would be absorbed by Earth's surface and the planet would be cooler overall.",claude-4.6-sonnet-thinking,10.67,1,1,1,"The answer correctly identifies that higher ice and snow cover increases albedo, leading to more reflected solar energy and less absorption, which aligns with the energy flow principles in standard HS-ESS2-4.","The answer correctly explains that more ice and snow increase Earth's albedo, reflecting more solar energy and reducing absorption, which leads to cooling.","The answer correctly explains that increased ice and snow raise albedo, reflecting more solar energy and reducing absorption, leading to cooling, which fully addresses the question.",1,0
HS-ESS3-001,HS-ESS3,HS-ESS3-1,recall,"What is sea level rise, and what is its primary cause in the context of current climate change?",Sea level rise is the increase in the average height of the ocean's surface. Its primary causes are the thermal expansion of warming seawater and the melting of glaciers and ice sheets due to rising global temperatures.,claude-4.6-sonnet-thinking,7.16,1,1,1,The answer accurately defines sea level rise and correctly identifies its primary drivers—thermal expansion and the melting of land-based ice—providing a complete and scientifically sound response to the question.,The answer accurately defines sea level rise and correctly identifies thermal expansion of seawater and melting of glaciers/ice sheets as the primary causes of current sea level rise due to climate change.,The answer correctly defines sea level rise and accurately identifies thermal expansion and melting ice as its primary causes under current climate change.,1,0
HS-ESS3-003,HS-ESS3,HS-ESS3-2,recall,What does the term 'externality' mean when evaluating the costs of an energy project?,"An externality is a cost or benefit that affects parties not directly involved in a project; in energy development, negative externalities include environmental damage or public health impacts that are not reflected in the market price of the resource.",claude-4.6-sonnet-thinking,10.94,1,1,1,"The answer accurately defines externalities and provides relevant examples within the context of energy resource management, aligning well with the requirements of the standard.","The answer accurately defines externality and provides relevant examples, fully addressing the question.","The answer correctly defines an externality as a cost or benefit affecting third parties and notes that such impacts (e.g., environmental or health damage) are not captured in market prices, which fully addresses the question.",1,0
HS-ESS3-008,HS-ESS3,HS-ESS3-3,recall,What is an ecosystem service?,"An ecosystem service is a benefit that humans receive from natural ecosystems, such as clean water filtration, pollination of crops, carbon storage, and flood control.",claude-4.6-sonnet-thinking,7.6,1,1,1,"The answer provides an accurate and concise definition of ecosystem services with relevant examples, which is a fundamental concept for understanding the relationships outlined in the standard.","The answer correctly defines an ecosystem service as a human benefit from natural ecosystems and provides relevant examples, which is sufficient for the question.","The answer accurately defines ecosystem services as human benefits from ecosystems and gives relevant examples, meeting the question's requirements.",1,0
HS-ESS3-019,HS-ESS3,HS-ESS3-1,conceptual,Why do large human settlements tend to develop near rivers and coastlines rather than in arid inland regions?,"Rivers and coastlines provide reliable access to fresh water, fertile soil from sediment deposition, and transportation routes, all of which support agriculture, trade, and daily survival. Communities that settled near these water resources had greater food security and economic opportunities than those in water-scarce areas.",claude-4.6-sonnet-thinking,10.44,1,1,1,"The answer accurately identifies key natural resources provided by water bodies and explains how they facilitate agriculture, trade, and survival, which directly aligns with the standard's focus on resources influencing human activity.","The answer correctly identifies key natural resources (fresh water, fertile soil, transportation) that explain settlement patterns near rivers and coastlines, addressing the question adequately.","The answer correctly explains that access to water, fertile soils, and transport routes makes rivers and coastlines favorable for large settlements, aligning with the standard.",1,0
HS-ESS3-024,HS-ESS3,HS-ESS3-2,conceptual,Why does the location of a wind farm significantly affect its cost-benefit ratio compared to a solar farm?,"Wind speed and solar radiation vary by geography, so a wind farm placed in a low-wind region produces little energy relative to its construction and maintenance costs, lowering its cost-benefit ratio, while the same investment in a sun-rich area for solar panels could yield a much higher ratio.",claude-4.6-sonnet-thinking,12.41,1,1,1,The answer correctly identifies that geographic variation in resource availability (wind speed vs. solar radiation) is the primary factor determining the energy output and the resulting cost-benefit ratio for these energy technologies.,"The answer correctly notes that geographic variation in wind speed and solar irradiance determines energy output and thus cost‑benefit ratio, explaining why a wind farm’s siting matters relative to a solar farm’s.","The answer correctly explains that geographic variations in wind speed (and solar radiation) affect energy output and thus the cost‑benefit ratio, addressing why location is crucial for wind farms compared to solar farms.",1,0
HS-ESS3-026,HS-ESS3,HS-ESS3-3,conceptual,Why does overharvesting a single fish species often lead to a decline in the populations of other species in the same ecosystem?,"Species in an ecosystem are interconnected through food webs, so removing one species disrupts predator-prey balances and competition, causing ripple effects called trophic cascades that reduce the populations of other species.",claude-4.6-sonnet-thinking,12.84,1,1,1,The answer accurately identifies that ecological interconnectedness through food webs and trophic cascades explains why the management of one species impacts the broader biodiversity of an ecosystem.,"The answer correctly explains that overharvesting disrupts food‑web interactions, causing trophic cascades that reduce populations of other species.",The answer correctly explains that ecosystem interconnections and trophic cascades cause declines in other species when one is overharvested.,1,0
HS-ESS3-041,HS-ESS3,HS-ESS3-1,applied,"A farming community in the American Great Plains experiences a decade-long drought. Based on what happened historically during the 1930s Dust Bowl, what changes in farming practices would you predict the community would adopt?","The community would likely shift to drought-resistant crops, implement soil conservation techniques like contour plowing and cover cropping, and reduce tilling to prevent soil erosion and moisture loss, mirroring adaptations made after the Dust Bowl devastated the region.",claude-4.6-sonnet-thinking,12.21,1,1,1,"The answer accurately identifies historically significant agricultural adaptations, such as contour plowing and reduced tilling, that directly address the environmental challenges posed by the Dust Bowl.","The answer correctly identifies post‑Dust Bowl farming adaptations (drought‑resistant crops, contour plowing, cover cropping, reduced tillage) that directly respond to a prolonged drought, satisfying the standard.","The answer correctly identifies historically documented Dust Bowl adaptations—drought‑resistant crops, soil conservation (contour plowing, cover crops) and reduced tillage—and thus provides a valid, complete prediction.",1,0
HS-ESS3-047,HS-ESS3,HS-ESS3-2,applied,"A town is choosing between building a coal power plant and a wind farm. The coal plant has lower upfront costs but higher long-term fuel and pollution costs. Based on a cost-benefit analysis, which design solution would likely be more favorable over a 30-year period?","The wind farm would likely be more favorable over 30 years because, although upfront costs are higher, it has near-zero fuel costs and avoids expensive environmental and health costs associated with coal combustion, resulting in a better long-term cost-benefit ratio.",claude-4.6-sonnet-thinking,9.14,1,1,1,The answer correctly applies cost-benefit principles by weighing initial capital against long-term operational and external costs to determine the most favorable energy solution.,"The answer correctly identifies that the wind farm’s lower long‑term fuel and avoided pollution/health costs outweigh its higher upfront expense, giving it a better cost‑benefit ratio over 30 years, which directly addresses the HS‑ESS3‑2 standard.","The answer correctly identifies the wind farm as the more favorable option over 30 years due to lower long-term costs and avoided environmental impacts, aligning with the cost-benefit analysis requirement.",1,0
HS-ESS3-050,HS-ESS3,HS-ESS3-3,applied,A simulation models a region where freshwater is pumped from an aquifer faster than it recharges. What does the model predict for the long-term sustainability of the human population in that region?,"The model predicts that the human population cannot be sustained long-term in that region because once the aquifer is depleted, the water supply will no longer support agriculture or drinking water needs.",claude-4.6-sonnet-thinking,10.93,1,1,1,"The answer accurately explains how the mismanagement of a natural resource (aquifer depletion) leads to the inability to sustain a human population, directly addressing the relationship required by the standard.","The answer correctly identifies that over-pumping leads to aquifer depletion, making long‑term human population sustainability impossible.","The answer correctly states that over‑pumping the aquifer leads to depletion and thus the human population cannot be sustained long‑term, fully addressing the model's prediction.",1,0
HS-ESS3-052,HS-ESS3,HS-ESS3-4,applied,A city installs permeable pavement in a parking lot instead of standard asphalt. How does this change the way rainwater interacts with the local groundwater system?,"Permeable pavement allows rainwater to filter through gaps into the soil below, recharging groundwater supplies and reducing surface runoff. This mimics natural infiltration processes, decreasing the volume of stormwater that would otherwise carry pollutants into nearby streams or cause flooding.",claude-4.6-sonnet-thinking,9.45,1,1,1,"The answer accurately explains the mechanism of infiltration and its effect on groundwater recharge and runoff reduction, which directly addresses the prompt and the scientific standard.","The answer correctly explains that permeable pavement increases infiltration, recharges groundwater and reduces runoff, accurately describing the change in rainwater‑groundwater interaction.","The answer correctly explains that permeable pavement increases infiltration, recharges groundwater, and reduces runoff and pollutant transport, directly addressing how rainwater interaction changes.",1,0
HS-ETS1-001,HS-ETS1,HS-ETS1-1,recall,What is the difference between a criterion and a constraint in engineering design?,"A criterion is a desired goal or requirement that a successful solution must achieve, while a constraint is a limitation or restriction (such as cost, time, or materials) that the solution must work within.",claude-4.6-sonnet-thinking,11.26,1,1,1,"The answer accurately defines criteria as requirements for success and constraints as limitations, which is the fundamental distinction needed for the engineering design process.","The answer correctly defines criteria as desired goals/requirements and constraints as limitations/restrictions, which is sufficient for the standard.","The answer accurately distinguishes a criterion (a goal/requirement) from a constraint (a limitation such as cost, time, or materials), fully addressing the question.",1,0
HS-ETS1-010,HS-ETS1,HS-ETS1-2,recall,What does it mean to 'decompose' a problem in engineering?,"To decompose a problem means to break it down into smaller, more manageable sub-problems or components that can each be addressed separately.",claude-4.6-sonnet-thinking,7.19,1,1,1,The answer accurately and concisely defines problem decomposition in alignment with the specific language and requirements of the HS-ETS1-2 standard.,"The reference answer correctly states that decomposing a problem means breaking it into smaller, manageable sub‑problems or components, which aligns with the standard's description.","The answer correctly defines decomposition as breaking a problem into smaller, manageable sub‑problems for separate handling, which aligns with the engineering standard.",1,0
HS-ETS1-015,HS-ETS1,HS-ETS1-3,recall,What is meant by 'aesthetics' as a constraint in engineering design?,"Aesthetics refers to the visual appearance or sensory appeal of a solution, such as whether a building looks attractive or a product has a pleasing design to users.",claude-4.6-sonnet-thinking,8.01,1,1,1,"The answer accurately defines aesthetics in the context of engineering as the visual and sensory appeal of a design, which is a correct interpretation for the HS-ETS1-3 standard.",The answer correctly defines aesthetics as visual or sensory appeal and provides appropriate examples.,"The answer correctly defines aesthetics as the visual and sensory appeal of a design, which is what the constraint refers to.",1,0
HS-ETS1-026,HS-ETS1,HS-ETS1-1,conceptual,Why do engineers need to identify constraints before they begin designing a solution to a global challenge?,"Constraints set the boundaries within which a solution must operate, such as cost limits, available materials, or safety regulations. Knowing these boundaries upfront prevents engineers from wasting time and resources developing solutions that cannot realistically be built or used.",claude-4.6-sonnet-thinking,12.56,1,1,1,"The answer accurately explains that constraints define the practical limits and feasibility of a solution, which is a core requirement for meeting the HS-ETS1-1 standard.","The answer correctly explains that identifying constraints defines the boundaries for a solution and prevents wasted time and resources, which directly addresses why engineers do this per HS‑ETS1‑1.","The answer correctly explains that identifying constraints establishes necessary boundaries (e.g., cost, materials, safety) and prevents wasted effort, directly addressing why engineers must do so.",1,0
HS-ETS1-030,HS-ETS1,HS-ETS1-2,conceptual,Why do engineers break a complex problem into smaller sub-problems before attempting to design a solution?,"Breaking a complex problem into smaller sub-problems makes each piece more manageable and easier to analyze, test, and solve independently. It also allows different team members to work on different parts simultaneously, increasing efficiency.",claude-4.6-sonnet-thinking,12.78,1,1,1,"The answer accurately explains the benefits of modularity and task distribution, which are the core reasons for breaking down complex engineering problems as required by the standard.","The answer correctly explains that breaking a problem into sub‑problems makes each part more manageable, easier to test, and enables parallel work, which aligns with HS‑ETS1‑2.","The answer correctly explains that breaking a problem into sub‑problems makes it more manageable, easier to analyze, test, and solve, and enables parallel work, which aligns with the engineering design practice.",1,0
HS-ETS1-038,HS-ETS1,HS-ETS1-3,conceptual,Why do engineers have to accept trade-offs when designing a solution to a complex real-world problem?,"No single solution can perfectly satisfy every constraint simultaneously; improving one aspect (such as performance) often worsens another (such as cost or weight), so engineers must balance competing demands to find the best overall solution.",claude-4.6-sonnet-thinking,11.3,1,1,1,"The answer correctly identifies the inherent conflict between multiple design constraints and the necessity of balancing them to achieve an optimal solution, which aligns with the core principles of the HS-ETS1-3 standard.","The answer correctly explains that conflicting constraints prevent a perfect solution, requiring engineers to balance trade‑offs, which aligns with the standard’s focus on evaluating solutions via prioritized criteria and trade‑offs.","The answer correctly explains that multiple constraints cannot all be optimized simultaneously, requiring engineers to balance trade‑offs, which directly addresses the question.",1,0
HS-ETS1-044,HS-ETS1,HS-ETS1-1,applied,"A team of engineers is designing a portable water filtration system for communities without clean water access. If they set a constraint that the device must cost less than $50 to manufacture, how does that constraint shape which materials and technologies they can realistically use?",The $50 cost constraint eliminates expensive filtration technologies like reverse osmosis membranes and forces engineers to consider lower-cost options such as ceramic filters or activated charcoal. It directly limits material choices and manufacturing complexity to keep the final product within budget.,claude-4.6-sonnet-thinking,13.38,1,1,1,"The answer accurately explains how a cost constraint dictates technological choices and provides specific, relevant examples of how materials are selected to meet the budget.","The reference answer correctly explains how a $50 manufacturing cost constraint limits material and technology choices to lower‑cost options, which directly answers the question and aligns with the standard’s focus on quantitative constraints.","The answer correctly explains how a $50 cost constraint restricts the choice of expensive filtration technologies and directs engineers toward lower‑cost materials and simpler methods, satisfying the standard's requirement to analyze constraints.",1,0
HS-ETS1-053,HS-ETS1,HS-ETS1-2,applied,"A team wants to design a water purification system for a rural village with no electricity. If they break this problem into smaller sub-problems, what would be one logical first sub-problem to solve?","A logical first sub-problem would be identifying and testing the specific contaminants present in the local water supply, because the purification method chosen depends on what needs to be removed.",claude-4.6-sonnet-thinking,10.51,1,1,1,"Identifying the specific contaminants is a foundational engineering step that allows the team to select the appropriate purification technology, effectively breaking down the larger design challenge.","Identifying contaminants is a necessary first step to inform the design of an appropriate purification method, effectively breaking the overall problem into manageable sub‑problems.","The answer correctly identifies assessing local water contaminants as a logical first sub‑problem, which aligns with breaking the design task into manageable steps.",1,0
HS-ETS1-062,HS-ETS1,HS-ETS1-3,applied,"A city needs a new bridge and has two designs: one is cheaper but requires more maintenance, and the other costs more upfront but lasts 50 years without major repairs. If long-term reliability is the top-ranked criterion, which design should engineers recommend?","Engineers should recommend the more expensive, longer-lasting design because reliability is the highest-priority criterion, meaning the higher upfront cost is an acceptable trade-off for reduced maintenance and greater dependability over time.",claude-4.6-sonnet-thinking,11.7,1,1,1,The answer correctly identifies the design that aligns with the prioritized criterion of long-term reliability and explains the trade-off between upfront cost and maintenance requirements.,"The answer correctly selects the higher‑cost, longer‑lasting design as it prioritizes reliability and accepts the higher upfront cost as a trade‑off for reduced maintenance and greater dependability.","The answer correctly identifies the design with greater long‑term reliability as the recommended choice, aligning with the highest‑ranked criterion.",1,0
