question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade,judge_Gemini Flash 3,judge_Nemotron 3 Super 120b a12,judge_OSS 120b,rationale_Gemini Flash 3,rationale_Nemotron 3 Super 120b a12,rationale_OSS 120b,majority_label,human_review_flag
HS-PS1-018,HS-PS1,HS-PS1-6,recall,What is Le Chatelier's Principle?,"Le Chatelier's Principle states that if a stress (such as a change in concentration, temperature, or pressure) is applied to a system at equilibrium, the system will shift in the direction that counteracts the stress and re-establishes equilibrium.",claude-4.6-sonnet-thinking,5.24,1,1,1,"The reference answer provides a scientifically accurate and comprehensive definition of Le Chatelier's Principle, which is the fundamental concept required to meet the HS-PS1-6 standard.",The answer accurately describes Le Chatelier's Principle and adequately addresses the question for the given standard.,"The answer accurately defines Le Chatelier's Principle, covering stresses (concentration, temperature, pressure) and the system's shift to counteract them, which sufficiently answers the question.",1,0
HS-PS1-019,HS-PS1,HS-PS1-6,recall,"What is the equilibrium constant (K), and what does a value of K greater than 1 indicate?","The equilibrium constant (K) is a ratio of the concentrations of products to reactants at equilibrium, each raised to their stoichiometric coefficients. A K value greater than 1 indicates that products are favored at equilibrium.",claude-4.6-sonnet-thinking,9.09,1,1,1,The answer provides a scientifically accurate definition of the equilibrium constant and correctly identifies that a K value greater than 1 signifies that products are favored at equilibrium.,"The answer accurately defines the equilibrium constant and correctly explains that K>1 indicates products are favored, which fully addresses the question.",The answer accurately defines the equilibrium constant and correctly explains that K>1 means products are favored at equilibrium.,1,0
HS-PS1-020,HS-PS1,HS-PS1-6,recall,How does increasing the concentration of a reactant affect the position of equilibrium?,"Increasing the concentration of a reactant stresses the equilibrium, causing the reaction to shift in the forward direction to produce more products until a new equilibrium is reached.",claude-4.6-sonnet-thinking,13.99,1,1,1,The answer accurately applies Le Chatelier's Principle to explain that increasing reactant concentration shifts the equilibrium toward the products to alleviate the stress.,"The answer correctly applies Le Chatelier's principle, stating that increasing a reactant concentration shifts the equilibrium forward to produce more products, which directly addresses the question and meets the standard's intent.","The answer correctly explains that raising a reactant concentration shifts the equilibrium toward products per Le Chatelier’s principle, fulfilling the standard.",1,0
HS-PS1-021,HS-PS1,HS-PS1-6,recall,"For a gaseous reaction, how does increasing the pressure affect the equilibrium position?","Increasing the pressure shifts the equilibrium toward the side of the reaction that has fewer moles of gas, because the system responds by reducing the total number of gas molecules to relieve the added pressure.",claude-4.6-sonnet-thinking,13.99,1,1,1,The answer accurately applies Le Chatelier's Principle to explain how the equilibrium position shifts in response to a pressure change in a gaseous system.,"The answer correctly applies Le Chatelier's principle, stating that increased pressure shifts equilibrium toward the side with fewer gas moles, which directly addresses the question.","The answer correctly explains that increasing pressure shifts equilibrium toward the side with fewer gas moles, fully addressing the question.",1,0
HS-PS1-022,HS-PS1,HS-PS1-7,recall,What does the Law of Conservation of Mass state about a chemical reaction?,"The Law of Conservation of Mass states that the total mass of the reactants equals the total mass of the products in a chemical reaction, meaning mass is neither created nor destroyed.",claude-4.6-sonnet-thinking,8.54,1,1,1,"The answer accurately defines the Law of Conservation of Mass by stating that mass is neither created nor destroyed and that the mass of reactants equals the mass of products, which is the fundamental concept of the standard.","The answer accurately states that total mass of reactants equals total mass of products, fully addressing the law's claim about mass conservation in chemical reactions.","The answer correctly and completely states that the total mass of reactants equals the total mass of products, indicating mass is conserved in a chemical reaction.",1,0
HS-PS1-023,HS-PS1,HS-PS1-7,recall,What does it mean when atoms are described as 'conserved' during a chemical reaction?,"When atoms are conserved, it means that no atoms are created or destroyed during the reaction; the same atoms that are present in the reactants are rearranged to form the products.",claude-4.6-sonnet-thinking,8.41,1,1,1,The answer accurately explains the law of conservation of mass in the context of atoms by stating they are neither created nor destroyed but rearranged.,"The answer correctly states that atom conservation means no atoms are created or destroyed and that reactant atoms are merely rearranged into products, which aligns with the standard's concept of conservation in chemical reactions.","The answer correctly explains that atom conservation means no atoms are created or destroyed, only rearranged, which fully addresses the question.",1,0
HS-PS1-024,HS-PS1,HS-PS1-7,recall,Why is it not acceptable to change a subscript in a chemical formula when balancing a chemical equation?,"Changing a subscript would alter the identity of the substance itself (e.g., H₂O would become H₃O, a different compound), so only coefficients may be changed to balance an equation without misrepresenting the actual chemicals involved.",claude-4.6-sonnet-thinking,12.41,1,1,1,"The answer correctly explains that subscripts define the identity of a chemical substance, and changing them would describe a different reaction rather than balancing the existing one.","The answer correctly explains that altering a subscript changes the chemical identity of a substance, so only coefficients may be adjusted to balance equations without misrepresenting the chemicals, which aligns with the principle of atom conservation.","The answer correctly explains that changing subscripts changes the chemical identity, so only coefficients can be adjusted when balancing equations.",1,0
HS-PS1-025,HS-PS1,HS-PS1-8,recall,What is nuclear fission?,"Nuclear fission is the process in which a heavy atomic nucleus splits into two smaller nuclei, releasing a large amount of energy and typically one or more neutrons.",claude-4.6-sonnet-thinking,6.62,1,1,1,"The answer accurately describes the splitting of a heavy nucleus, the formation of smaller nuclei, and the subsequent release of energy and neutrons, aligning perfectly with the HS-PS1-8 standard.","The answer accurately defines nuclear fission as the splitting of a heavy nucleus into smaller fragments with energy and neutron release, meeting the standard's expectation.","The answer correctly defines nuclear fission, describing the splitting of a heavy nucleus into smaller nuclei, the release of energy, and the emission of neutrons, which satisfies the standard.",1,0
HS-PS1-026,HS-PS1,HS-PS1-8,recall,What is radioactive decay?,"Radioactive decay is the spontaneous process by which an unstable atomic nucleus loses energy by emitting radiation, such as alpha particles, beta particles, or gamma rays, transforming into a different nucleus.",claude-4.6-sonnet-thinking,12.52,1,1,1,"The answer accurately defines radioactive decay, identifies the primary types of radiation, and notes the resulting transformation of the nucleus, which aligns with the requirements of the standard.","The answer correctly defines radioactive decay as a spontaneous process where an unstable nucleus loses energy by emitting radiation and transforms into a different nucleus, which captures the composition change and energy release required by HS‑PS1‑8.","The answer accurately defines radioactive decay, mentions it is spontaneous, involves unstable nuclei, releases energy via alpha, beta, or gamma emission, and results in a different nucleus, meeting the standard.",1,0
HS-PS1-027,HS-PS1,HS-PS1-8,recall,What is an alpha particle?,"An alpha particle is a type of radiation emitted during radioactive decay that consists of two protons and two neutrons, making it identical to a helium-4 nucleus.",claude-4.6-sonnet-thinking,5.24,1,1,1,"The answer accurately describes the composition and source of an alpha particle, which is necessary for understanding radioactive decay as required by the standard.","The answer correctly defines an alpha particle as a helium-4 nucleus emitted in radioactive decay, which fully addresses the question.","The answer correctly defines an alpha particle and notes its composition as a helium-4 nucleus, fully addressing the question.",1,0
HS-PS1-028,HS-PS1,HS-PS1-8,recall,What is binding energy in the context of an atomic nucleus?,Binding energy is the energy required to completely separate all the protons and neutrons in a nucleus; it represents the energy released when a nucleus is formed and is responsible for holding the nucleus together.,claude-4.6-sonnet-thinking,9.08,1,1,1,The answer provides a scientifically accurate definition of nuclear binding energy that encompasses both the energy needed to disassemble a nucleus and the energy released upon its formation.,"The answer correctly defines nuclear binding energy as the energy required to separate nucleons, notes it is released upon formation, and explains its role in holding the nucleus together, which adequately addresses the question.","The answer correctly defines binding energy as the energy needed to separate nucleons and the energy released upon formation, which fully addresses the question.",1,0
HS-PS1-029,HS-PS1,HS-PS1-1,conceptual,Why do elements in the same group of the periodic table have similar chemical properties?,"Elements in the same group have the same number of valence electrons, which determines how they interact with other atoms. Because chemical behavior is driven by the outermost electrons, elements sharing that configuration tend to react in similar ways.",claude-4.6-sonnet-thinking,11.5,1,1,1,"The answer accurately identifies that valence electrons govern chemical reactivity and that their consistent number within a group leads to similar chemical properties, aligning perfectly with the HS-PS1-1 standard.","The answer correctly states that elements in the same group share the same number of valence electrons, which governs their chemical behavior, aligning with HS‑PS1‑1.","The answer correctly explains that shared valence electron count gives similar chemical behavior, which fully addresses the question.",1,0
HS-PS1-030,HS-PS1,HS-PS1-1,conceptual,Why does atomic radius generally decrease as you move from left to right across a period?,"As you move across a period, the number of protons increases while electrons are added to the same energy level. The greater nuclear charge pulls the outermost electrons closer to the nucleus, making the atom smaller.",claude-4.6-sonnet-thinking,10.56,1,1,1,The answer accurately explains the trend in atomic radius by referencing the increase in nuclear charge and constant shielding within the same energy level.,"The answer correctly explains that increasing protons add nuclear charge while electrons fill the same energy level, pulling the outer electrons closer and reducing atomic radius.","The answer correctly explains that increased nuclear charge with electrons added to the same shell raises effective nuclear attraction, pulling electrons inward and decreasing atomic radius.",1,0
HS-PS1-031,HS-PS1,HS-PS1-1,conceptual,Why do metals on the left side of the periodic table tend to lose electrons rather than gain them?,"Metals on the left side have only one or two valence electrons, and it takes less energy to remove those few electrons than to gain enough to fill the outer level. Losing electrons gives them a stable, full outer energy level.",claude-4.6-sonnet-thinking,8.59,1,1,1,"The answer accurately explains that metals on the left have few valence electrons and that losing them is energetically favorable to achieve a stable octet, which aligns with the HS-PS1-1 standard.","The answer correctly explains that left‑side metals have few valence electrons, low ionization energy, and achieve stability by losing electrons to fill their outer shell.","The answer correctly explains that left‑side metals have few valence electrons and lower energy cost to lose them to achieve a full outer shell, which addresses the question per the standard.",1,0
HS-PS1-032,HS-PS1,HS-PS1-1,conceptual,Why does ionization energy generally increase across a period from left to right?,"As nuclear charge increases across a period without adding a new electron shell, the nucleus holds the valence electrons more tightly. This stronger attraction means more energy is required to remove an outermost electron.",claude-4.6-sonnet-thinking,13.08,1,1,1,"The answer accurately explains the trend in ionization energy by connecting increased nuclear charge and constant shielding to the strength of attraction on valence electrons, which aligns with HS-PS1-1.","The answer correctly states that increasing nuclear charge across a period, with no new electron shell, strengthens the pull on valence electrons, thus requiring more energy to remove them.","The answer correctly explains that increasing nuclear charge across a period strengthens the attraction to valence electrons, raising ionization energy.",1,0
HS-PS1-033,HS-PS1,HS-PS1-1,conceptual,Why are noble gases so unreactive compared to other elements?,"Noble gases have a completely full outermost energy level (typically eight electrons), giving them maximum stability. Because their valence shell is already full, they have little tendency to gain, lose, or share electrons with other atoms.",claude-4.6-sonnet-thinking,10.73,1,1,1,"The answer accurately explains that the unreactivity of noble gases is due to their full valence electron shells, which is the specific mechanism required by the HS-PS1-1 standard.","The answer correctly explains that noble gases are unreactive due to a full outermost energy level, which matches the standard's focus on electron patterns determining reactivity.","The answer correctly explains that noble gases have a full valence shell, giving them maximum stability and thus low reactivity, which aligns with the standard.",1,0
HS-PS1-034,HS-PS1,HS-PS1-2,conceptual,Why do noble gases almost never form chemical bonds with other elements?,"Noble gases have a full outermost electron shell (8 valence electrons), making them extremely stable and giving them little tendency to gain, lose, or share electrons with other atoms.",claude-4.6-sonnet-thinking,9.74,1,1,1,"The answer correctly identifies that a full valence shell leads to chemical stability and a lack of reactivity, which aligns with the requirements of the HS-PS1-2 standard.","The answer correctly explains that noble gases have a full outermost electron shell, which gives them exceptional stability and little tendency to gain, lose, or share electrons, thus rarely forming bonds.","The answer correctly explains that noble gases have a complete valence shell, making them stable and unlikely to gain, lose, or share electrons, which fully addresses why they rarely form bonds.",1,0
HS-PS1-035,HS-PS1,HS-PS1-2,conceptual,Why does sodium react so vigorously with chlorine to form sodium chloride?,"Sodium has one valence electron it readily loses, and chlorine has seven valence electrons and strongly attracts one more; the transfer of that electron gives both atoms a stable, full outer shell, releasing a large amount of energy in the process.",claude-4.6-sonnet-thinking,10.72,1,1,1,"The answer accurately explains the reaction using valence electron states and the octet rule, which are central to the HS-PS1-2 standard.","The answer correctly describes the electron transfer and resulting stable octet, which explains the vigorous reaction.","The answer correctly explains the vigorous reaction by describing the valence electron configurations of Na and Cl, the electron transfer to achieve full shells, and the energy release that drives the reaction.",1,0
HS-PS1-036,HS-PS1,HS-PS1-2,conceptual,Why do elements in the same group of the periodic table tend to form similar chemical compounds?,"Elements in the same group have the same number of valence electrons, so they interact with other atoms in similar ways, leading to similar bonding behavior and chemical formulas for their compounds.",claude-4.6-sonnet-thinking,10.48,1,1,1,"The answer accurately identifies that valence electron configurations determine chemical bonding behavior and the resulting stoichiometry of compounds, which aligns with the HS-PS1-2 standard.","The answer correctly identifies that identical valence electron counts lead to similar bonding behavior and compound formulas, satisfying the standard's focus on outermost electron states explaining chemical similarities.","The answer correctly links shared valence electron counts to similar bonding behavior and compound formation, satisfying the standard.",1,0
HS-PS1-037,HS-PS1,HS-PS1-2,conceptual,Why does fluorine pull electrons in a bond more strongly than oxygen does?,"Fluorine has a higher electronegativity than oxygen because it has more protons attracting the same outer-shell electrons across a shorter atomic radius, giving it a stronger pull on shared electrons in a chemical bond.",claude-4.6-sonnet-thinking,6.73,1,1,1,"The answer accurately attributes fluorine's higher electronegativity to its greater nuclear charge and smaller atomic radius compared to oxygen, which aligns with periodic trend explanations required by the standard.","The answer correctly attributes fluorine's stronger electron pull to its higher effective nuclear charge and smaller atomic radius, which yields greater electronegativity than oxygen.",The answer correctly explains that fluorine’s higher electronegativity—due to more protons and a smaller atomic radius—gives it a stronger pull on shared electrons.,1,0
HS-PS1-038,HS-PS1,HS-PS1-3,conceptual,Why do substances with higher melting points generally have stronger electrical forces between their particles?,"A higher melting point means more energy is needed to overcome the attractions holding particles together. This indicates that the electrical (electrostatic) forces between those particles are stronger, requiring greater thermal energy to separate them.",claude-4.6-sonnet-thinking,13.86,1,1,1,"The answer correctly identifies that higher melting points reflect a greater requirement for thermal energy to overcome the electrostatic attractions between particles, which is a direct application of standard HS-PS1-3.","The answer correctly links higher melting points to greater energy needed to overcome stronger electrostatic attractions between particles, which aligns with the standard’s goal of inferring force strength from bulk-scale observations.","The answer correctly explains that higher melting points reflect stronger electrostatic attractions that require more energy to break, directly answering the question.",1,0
HS-PS1-039,HS-PS1,HS-PS1-3,conceptual,Why is table salt (NaCl) a solid at room temperature while rubbing alcohol is a liquid?,"Table salt consists of oppositely charged ions held together by strong ionic (electrical) forces, requiring a lot of energy to break apart. Rubbing alcohol molecules are held together by weaker intermolecular forces, so less energy is needed to overcome them, leaving the substance liquid at room temperature.",claude-4.6-sonnet-thinking,9.09,1,1,1,"The answer accurately attributes the difference in physical states to the relative strengths of ionic bonds versus intermolecular forces, which directly aligns with the standard's focus on electrical forces between particles.","The answer correctly explains that NaCl’s solid state results from strong ionic (electrical) forces, while rubbing alcohol’s liquid state arises from weaker intermolecular forces, directly connecting bulk-scale observations to the strength of electrical forces between particles.","The answer correctly explains that the strong ionic bonds in NaCl create a solid, whereas weaker intermolecular forces in rubbing alcohol result in a liquid at room temperature.",1,0
HS-PS1-040,HS-PS1,HS-PS1-3,conceptual,How does the hardness of a material give us information about the electrical forces between its particles?,"Harder materials resist deformation because their particles are held together by stronger electrical forces that make it difficult to displace atoms or ions from their positions. A softer material has weaker interparticle forces, allowing particles to shift more easily under pressure.",claude-4.6-sonnet-thinking,13.25,1,1,1,The answer accurately explains how bulk hardness relates to the strength of electrical forces between particles by describing the resistance to particle displacement.,"The answer correctly links hardness to the strength of interparticle electrical forces, explaining that stronger forces yield greater hardness and weaker forces yield softer materials, which aligns with the standard's goal of inferring force strength from bulk properties.","The answer correctly explains that hardness reflects the strength of electrical forces holding particles together, linking harder materials to stronger forces and softer materials to weaker ones.",1,0
HS-PS1-041,HS-PS1,HS-PS1-3,conceptual,Why does water have an unusually high boiling point compared to other small molecules of similar size?,"Water molecules form hydrogen bonds, which are relatively strong electrical attractions between the partially positive hydrogen of one molecule and the partially negative oxygen of another. These stronger-than-typical intermolecular forces require more energy to overcome, raising water's boiling point compared to similarly sized molecules that lack hydrogen bonding.",claude-4.6-sonnet-thinking,11.17,1,1,1,The answer accurately identifies hydrogen bonding as the specific intermolecular force responsible for water's high boiling point and correctly links these electrical attractions to the energy required for the phase change.,"The answer correctly explains that hydrogen bonding—a strong electrostatic attraction between molecules—accounts for water's unusually high boiling point, directly linking molecular structure to the strength of electrical forces as required by HS-PS1-3.",The answer correctly explains that hydrogen bonding—strong intermolecular electrical attractions—causes water’s higher boiling point relative to similar-sized molecules.,1,0
HS-PS1-042,HS-PS1,HS-PS1-4,conceptual,Why does breaking chemical bonds require energy while forming chemical bonds releases energy?,"Breaking bonds requires energy because you must overcome the attractive forces holding atoms together. Forming bonds releases energy because the atoms move to a more stable, lower-energy arrangement, releasing the excess energy as heat or light.",claude-4.6-sonnet-thinking,13.99,1,1,1,"The answer accurately explains the energetic costs and gains associated with bond breaking and formation, aligning with the core concepts of bond energy required by the standard.","The answer correctly explains that breaking bonds requires overcoming attractive forces while forming bonds releases energy due to a lower‑energy stable arrangement, which aligns with the concept of energy changes from bond energy.","The answer correctly explains that breaking bonds requires input energy to overcome attractive forces, while forming bonds releases energy as atoms reach a lower-energy, more stable state.",1,0
HS-PS1-043,HS-PS1,HS-PS1-4,conceptual,Why is a reaction considered exothermic when the energy released from forming new bonds is greater than the energy absorbed to break old bonds?,"In an exothermic reaction, the products have stronger (lower-energy) bonds than the reactants, so more energy is released during bond formation than was absorbed during bond breaking. The difference is released to the surroundings as thermal energy, causing the system to feel warm.",claude-4.6-sonnet-thinking,12.95,1,1,1,The answer accurately explains that an exothermic reaction results from the net release of energy when stronger product bonds are formed compared to the reactant bonds broken.,"The answer correctly states that exothermic reactions release more energy forming stronger bonds than is needed to break reactant bonds, with the excess released as heat, which directly addresses the question.","The answer correctly explains that exothermic reactions release net energy because product bonds are stronger (lower energy) than reactant bonds, and the excess energy is transferred to the surroundings.",1,0
