area,standard,question_type,question,reason,round
HS-PS1,HS-PS1-8,conceptual,"Why is an enormous amount of energy needed to initiate fusion, even though the reaction ultimately releases energy?",fk_grade=16.3_out_of_band,1
HS-PS1,HS-PS1-1,applied,"Predict which element would have a higher first ionization energy: sodium (Na) or chlorine (Cl), and explain using their positions on the periodic table.",fk_grade=15.9_out_of_band,1
HS-PS1,HS-PS1-1,applied,"Using the periodic table, predict whether aluminum (Al) or phosphorus (P) would require more energy to remove a valence electron, and explain your reasoning.",fk_grade=16.9_out_of_band,1
HS-PS1,HS-PS1-1,applied,"If you wanted to predict which element—carbon or silicon—would have a larger atomic radius, how would the pattern of outer energy levels on the periodic table help you?",fk_grade=16.8_out_of_band,1
HS-PS1,HS-PS1-2,applied,"Sodium reacts violently with water, but magnesium reacts only slowly. Based on their positions in the periodic table and outermost electron configurations, why is sodium more reactive?",fk_grade=15.0_out_of_band,1
HS-PS1,HS-PS1-2,applied,"Aluminum reacts with hydrochloric acid to produce aluminum chloride and hydrogen gas, but gold does not react with hydrochloric acid. How do the outermost electron configurations and periodic table trends explain this difference?",fk_grade=14.4_out_of_band,1
HS-PS1,HS-PS1-4,applied,"If the total bond energy of the products in a reaction is 800 kJ and the total bond energy of the reactants is 600 kJ, will the reaction release or absorb energy, and how much?",fk_grade=15.6_out_of_band,1
HS-PS1,HS-PS1-5,applied,"If you dissolve a small amount of sugar in a glass of water versus a large amount of sugar in the same amount of water, which solution would react faster with an acid added to it, and why?",fk_grade=15.7_out_of_band,1
HS-PS1,HS-PS1-6,applied,"For the equilibrium reaction 2NO₂(g) ⇌ N₂O₄(g), if you compress the gas mixture by reducing the container volume, which direction does the equilibrium shift and what happens to the yield of N₂O₄?",fk_grade=15.9_out_of_band,1
HS-PS1,HS-PS1-7,applied,A student dissolves 5 grams of table salt (NaCl) into 100 grams of water. She then evaporates all the water and recovers only 4.8 grams of salt. What likely happened to the missing 0.2 grams of salt?,fk_grade=4.2_out_of_band,1
HS-PS1,HS-PS1-8,applied,"If a uranium-235 nucleus absorbs a neutron and undergoes fission, splitting into krypton-92 and barium-141, how many neutrons are released in that reaction?",fk_grade=14.9_out_of_band,1
HS-PS2,HS-PS2-1,recall,What is 'net force'?,fk_grade=-2.2_out_of_band,1
HS-PS2,HS-PS2-1,recall,What SI unit is used to measure force?,fk_grade=2.3_out_of_band,1
HS-PS2,HS-PS2-1,recall,"What is inertia, and how does mass relate to it?",fk_grade=3.7_out_of_band,1
HS-PS2,HS-PS2-1,recall,What is the difference between mass and weight?,fk_grade=3.8_out_of_band,1
HS-PS2,HS-PS2-2,recall,What are the SI units of momentum?,fk_grade=4.0_out_of_band,1
HS-PS2,HS-PS2-3,recall,What is impulse in physics?,fk_grade=2.9_out_of_band,1
HS-PS2,HS-PS2-3,recall,"What material property describes a material's ability to absorb energy and return to its original shape, making it useful in collision-protection devices?",fk_grade=19.8_out_of_band,1
HS-PS2,HS-PS2-4,recall,What is the mathematical formula for Newton's Law of Universal Gravitation?,fk_grade=14.4_out_of_band,1
HS-PS2,HS-PS2-4,recall,What is Coulomb's Law?,fk_grade=0.7_out_of_band,1
HS-PS2,HS-PS2-4,recall,What is the value of Coulomb's constant k?,fk_grade=3.8_out_of_band,1
HS-PS2,HS-PS2-4,recall,What is the SI unit of electric charge used in Coulomb's Law?,fk_grade=4.8_out_of_band,1
HS-PS2,HS-PS2-5,recall,What is electromagnetic induction?,fk_grade=18.4_out_of_band,1
HS-PS2,HS-PS2-5,recall,What is a solenoid?,fk_grade=3.7_out_of_band,1
HS-PS2,HS-PS2-5,recall,What is Faraday's law of electromagnetic induction?,fk_grade=14.1_out_of_band,1
HS-PS2,HS-PS2-5,recall,What is magnetic flux?,fk_grade=3.7_out_of_band,1
HS-PS2,HS-PS2-5,recall,What device uses electromagnetic induction to convert mechanical energy into electrical energy?,fk_grade=21.5_out_of_band,1
HS-PS2,HS-PS2-6,recall,What are intermolecular forces?,fk_grade=15.5_out_of_band,1
HS-PS2,HS-PS2-3,conceptual,Why do engineers use materials that deform plastically rather than elastically in collision safety devices?,fk_grade=16.2_out_of_band,1
HS-PS2,HS-PS2-4,conceptual,"Why is the electrostatic force between a proton and an electron much stronger than the gravitational force between them, even though both forces follow an inverse-square law?",fk_grade=15.0_out_of_band,1
HS-PS2,HS-PS2-4,conceptual,Why do scientists use mathematical representations like Newton's Law of Gravitation and Coulomb's Law instead of just describing these forces in words?,fk_grade=15.0_out_of_band,1
HS-PS2,HS-PS2-5,conceptual,Why do power plants use rotating coils of wire in magnetic fields to generate electricity rather than stationary setups?,fk_grade=14.2_out_of_band,1
HS-PS2,HS-PS2-5,conceptual,Why does increasing the strength of the magnet used in an electromagnetic induction experiment produce a larger induced current?,fk_grade=14.2_out_of_band,1
HS-PS2,HS-PS2-6,conceptual,"Why do engineers add fiber reinforcement to polymers to make composite materials like carbon fiber, rather than just using the polymer alone?",fk_grade=15.5_out_of_band,1
HS-PS2,HS-PS2-1,applied,A 5 kg box is pushed across a frictionless floor with a net force of 20 N. What is its acceleration?,fk_grade=4.2_out_of_band,1
HS-PS2,HS-PS2-1,applied,"A 1,000 kg car accelerates at 3 m/s². What net force is acting on it?",fk_grade=2.3_out_of_band,1
HS-PS2,HS-PS2-1,applied,A 70 kg sprinter accelerates at 4 m/s² off the starting blocks. What net force is the ground exerting on the sprinter?,fk_grade=4.8_out_of_band,1
HS-PS2,HS-PS2-2,applied,A 60 kg astronaut at rest in space throws a 2 kg wrench at 15 m/s. How fast and in what direction does the astronaut move?,fk_grade=4.0_out_of_band,1
HS-PS2,HS-PS2-2,applied,"A 1,200 kg car moving at 10 m/s rear-ends a stationary 900 kg car. If they lock bumpers and move together, what is their speed?",fk_grade=4.4_out_of_band,1
HS-PS2,HS-PS2-2,applied,"A 3 kg rifle fires a 0.01 kg bullet at 400 m/s. If the rifle and shooter system has a total mass of 73 kg, what is the recoil velocity?",fk_grade=4.4_out_of_band,1
HS-PS2,HS-PS2-2,applied,A 4 kg red cart moving at 5 m/s east collides with a 4 kg blue cart moving at 2 m/s west. They stick together. What is their final velocity?,fk_grade=3.7_out_of_band,1
HS-PS2,HS-PS2-2,applied,A stationary 5 kg object explodes into two pieces. One 2 kg piece flies off at 10 m/s to the right. What is the velocity of the 3 kg piece?,fk_grade=4.0_out_of_band,1
HS-PS2,HS-PS2-4,applied,Two small charged balls exert a Coulomb force of 9 N on each other at a distance of 1 m. What is the force if they are moved to 3 m apart?,fk_grade=3.9_out_of_band,1
HS-PS2,HS-PS2-5,applied,"If you wrap a wire into a coil and pass an electric current through it, how will the magnetic field inside the coil compare to the field produced by a single straight wire carrying the same current?",fk_grade=15.4_out_of_band,1
HS-PS2,HS-PS2-5,applied,"If you hold a bar magnet completely still inside a coil of wire, will any current be induced in the coil? Why or why not?",fk_grade=4.9_out_of_band,1
HS-PS3,HS-PS3-1,recall,What is a system in the context of physics?,fk_grade=3.7_out_of_band,1
HS-PS3,HS-PS3-1,recall,What is work in physics?,fk_grade=0.5_out_of_band,1
HS-PS3,HS-PS3-2,recall,What is gravitational potential energy?,fk_grade=17.0_out_of_band,1
HS-PS3,HS-PS3-3,recall,What form of energy is stored in a stretched rubber band?,fk_grade=3.7_out_of_band,1
HS-PS3,HS-PS3-4,recall,What is a closed system in science?,fk_grade=2.3_out_of_band,1
HS-PS3,HS-PS3-4,recall,"What is heat, as defined in physics?",fk_grade=2.3_out_of_band,1
HS-PS3,HS-PS3-5,recall,What is an electric field?,fk_grade=2.9_out_of_band,1
HS-PS3,HS-PS3-5,recall,What is a magnetic field?,fk_grade=2.9_out_of_band,1
HS-PS3,HS-PS3-5,recall,What is Coulomb's Law?,fk_grade=0.7_out_of_band,1
HS-PS3,HS-PS3-1,conceptual,How does gravitational potential energy lost by a falling object relate to the kinetic energy gained by that same object in an isolated system?,fk_grade=15.4_out_of_band,1
HS-PS3,HS-PS3-1,conceptual,How does increasing the energy input into one component of a system affect the energy available to the remaining components?,fk_grade=15.2_out_of_band,1
HS-PS3,HS-PS3-3,conceptual,How does a generator convert mechanical energy into electrical energy?,fk_grade=17.8_out_of_band,1
HS-PS3,HS-PS3-3,conceptual,How does a battery convert chemical energy into electrical energy?,fk_grade=15.4_out_of_band,1
HS-PS3,HS-PS3-3,conceptual,How does a piezoelectric device convert mechanical pressure into electrical energy?,fk_grade=18.7_out_of_band,1
HS-PS3,HS-PS3-4,conceptual,Why is it impossible for a closed system of two objects at different temperatures to spontaneously become more unequal in temperature over time?,fk_grade=14.9_out_of_band,1
HS-PS3,HS-PS3-1,applied,A compressed spring with 50 J of elastic potential energy launches a 0.5 kg toy car on a frictionless surface. What is the car's speed when it leaves the spring?,fk_grade=4.4_out_of_band,1
HS-PS3,HS-PS3-2,applied,"If you stretch a spring and hold it still, then attach a mass and let it oscillate, predict what happens to the total energy of the spring-mass system over many cycles if there is no friction.",fk_grade=14.8_out_of_band,1
HS-PS3,HS-PS3-3,applied,"A student builds a device that uses a stretched spring to launch a ball upward. If the spring is stretched twice as far as before, how does the height the ball reaches change?",fk_grade=4.8_out_of_band,1
HS-PS4,HS-PS4-1,recall,What is the SI unit used to measure the frequency of a wave?,fk_grade=4.9_out_of_band,1
HS-PS4,HS-PS4-1,recall,What does the wavelength of a wave measure?,fk_grade=2.3_out_of_band,1
HS-PS4,HS-PS4-1,recall,What does the frequency of a wave tell you?,fk_grade=2.3_out_of_band,1
HS-PS4,HS-PS4-1,recall,What is the approximate speed of light in a vacuum?,fk_grade=4.8_out_of_band,1
HS-PS4,HS-PS4-1,recall,What is the period of a wave?,fk_grade=2.3_out_of_band,1
HS-PS4,HS-PS4-1,recall,Does the speed of light change when it moves from air into glass?,fk_grade=2.2_out_of_band,1
HS-PS4,HS-PS4-2,recall,What is signal noise?,fk_grade=0.7_out_of_band,1
HS-PS4,HS-PS4-2,recall,What is a byte?,fk_grade=-2.2_out_of_band,1
HS-PS4,HS-PS4-3,recall,What is a photon?,fk_grade=0.7_out_of_band,1
HS-PS4,HS-PS4-3,recall,What is Planck's constant?,fk_grade=3.7_out_of_band,1
HS-PS4,HS-PS4-3,recall,What is the relationship between the wavelength and frequency of electromagnetic radiation?,fk_grade=15.6_out_of_band,1
HS-PS4,HS-PS4-4,recall,What is electromagnetic radiation?,fk_grade=21.4_out_of_band,1
HS-PS4,HS-PS4-4,recall,What is the relationship between the frequency and energy of electromagnetic radiation?,fk_grade=16.6_out_of_band,1
HS-PS4,HS-PS4-4,recall,What is a photon?,fk_grade=0.7_out_of_band,1
HS-PS4,HS-PS4-4,recall,What is the difference between non-ionizing and ionizing electromagnetic radiation in terms of frequency?,fk_grade=17.7_out_of_band,1
HS-PS4,HS-PS4-5,recall,What is electromagnetic radiation?,fk_grade=21.4_out_of_band,1
HS-PS4,HS-PS4-5,recall,What type of wave is used by a microwave oven to heat food?,fk_grade=4.0_out_of_band,1
HS-PS4,HS-PS4-5,recall,What is the absorption of a wave?,fk_grade=2.3_out_of_band,1
HS-PS4,HS-PS4-1,conceptual,Why does light bend (refract) when it crosses from air into glass?,fk_grade=3.8_out_of_band,1
HS-PS4,HS-PS4-2,conceptual,Why is digital information less affected by noise during transmission than analog information?,fk_grade=14.9_out_of_band,1
HS-PS4,HS-PS4-2,conceptual,Why does increasing the sampling rate of a digital recording improve how accurately it represents the original analog signal?,fk_grade=15.4_out_of_band,1
HS-PS4,HS-PS4-2,conceptual,Why are fiber optic cables able to transmit digital information faster and over longer distances than traditional copper wires?,fk_grade=16.0_out_of_band,1
HS-PS4,HS-PS4-2,conceptual,"How does binary code allow any type of information—text, images, sound—to be represented and transmitted digitally?",fk_grade=16.5_out_of_band,1
HS-PS4,HS-PS4-2,conceptual,Why is it easier to encrypt digital information compared to analog information?,fk_grade=14.7_out_of_band,1
HS-PS4,HS-PS4-4,conceptual,Why does higher-frequency electromagnetic radiation carry more energy per photon than lower-frequency radiation?,fk_grade=22.2_out_of_band,1
HS-PS4,HS-PS4-4,conceptual,Why can X-rays pass through soft tissue but are absorbed by bone?,fk_grade=2.9_out_of_band,1
HS-PS4,HS-PS4-4,conceptual,"Why is ionizing radiation, such as gamma rays, considered more dangerous to living cells than non-ionizing radiation like microwaves?",fk_grade=16.0_out_of_band,1
HS-PS4,HS-PS4-4,conceptual,"Why can gamma radiation penetrate the human body more deeply than UV radiation, even though both are forms of electromagnetic radiation?",fk_grade=16.2_out_of_band,1
HS-PS4,HS-PS4-1,applied,Visible red light has a wavelength of about 700 nm and travels at 3 × 10⁸ m/s in a vacuum. What is its frequency?,fk_grade=4.8_out_of_band,1
HS-PS4,HS-PS4-2,applied,"If a streaming service sends a movie over the internet and some data packets are lost, how can error-correction techniques restore the picture compared to what would happen with an analog transmission that lost part of its signal?",fk_grade=17.9_out_of_band,1
HS-PS4,HS-PS4-4,applied,"If a cell phone emits radio-frequency (non-ionizing) radiation, why is the ionization of DNA molecules in nearby tissue not expected to occur?",fk_grade=17.1_out_of_band,1
HS-PS4,HS-PS4-5,applied,A radio station broadcasts at 101.5 MHz (FM). How does your car radio use this wave to reproduce sound?,fk_grade=4.3_out_of_band,1
HS-PS4,HS-PS4-5,applied,"If you increase the pixel count of a digital camera sensor without changing the lens, how does wave behavior limit the actual image detail you can capture?",fk_grade=14.2_out_of_band,1
HS-LS1,HS-LS1-1,recall,What is a codon?,fk_grade=-2.2_out_of_band,1
HS-LS1,HS-LS1-1,recall,What determines the shape and function of a protein?,fk_grade=5.0_out_of_band,1
HS-LS1,HS-LS1-2,recall,"What are the levels of biological organization in a multicellular organism, listed from smallest to largest?",fk_grade=16.5_out_of_band,1
HS-LS1,HS-LS1-2,recall,What is an organ?,fk_grade=0.7_out_of_band,1
HS-LS1,HS-LS1-2,recall,What are the four main types of tissue found in the human body?,fk_grade=4.0_out_of_band,1
HS-LS1,HS-LS1-2,recall,What is an organ system?,fk_grade=2.9_out_of_band,1
HS-LS1,HS-LS1-3,recall,Which type of feedback mechanism — negative or positive — is primarily responsible for maintaining homeostasis?,fk_grade=18.5_out_of_band,1
HS-LS1,HS-LS1-4,recall,What are the four main stages of mitosis in order?,fk_grade=4.8_out_of_band,1
HS-LS1,HS-LS1-4,recall,What is a stem cell?,fk_grade=-1.8_out_of_band,1
HS-LS1,HS-LS1-4,recall,What does the term 'cytokinesis' mean?,fk_grade=4.5_out_of_band,1
HS-LS1,HS-LS1-4,recall,Why do multicellular organisms need cell differentiation if all body cells contain the same DNA?,fk_grade=14.6_out_of_band,1
HS-LS1,HS-LS1-5,recall,What is the overall chemical equation for photosynthesis?,fk_grade=14.1_out_of_band,1
HS-LS1,HS-LS1-5,recall,What is the Calvin cycle?,fk_grade=2.9_out_of_band,1
HS-LS1,HS-LS1-6,recall,What is the monomer unit that makes up proteins?,fk_grade=5.0_out_of_band,1
HS-LS1,HS-LS1-7,recall,What is the overall chemical equation for cellular respiration?,fk_grade=14.1_out_of_band,1
HS-LS1,HS-LS1-2,conceptual,Why do cells in a multicellular organism need to be organized into tissues rather than each acting independently?,fk_grade=14.4_out_of_band,1
HS-LS1,HS-LS1-2,conceptual,How does the hierarchical organization from cells to organ systems benefit the survival of a multicellular organism?,fk_grade=16.7_out_of_band,1
HS-LS1,HS-LS1-2,conceptual,How does increasing the level of organization from organs to organ systems allow a multicellular organism to perform functions that a single organ cannot?,fk_grade=16.9_out_of_band,1
HS-LS1,HS-LS1-3,conceptual,How does negative feedback differ from positive feedback in maintaining homeostasis?,fk_grade=14.4_out_of_band,1
HS-LS1,HS-LS1-3,conceptual,How does the hypothalamus act as a control center in maintaining body temperature homeostasis?,fk_grade=14.3_out_of_band,1
HS-LS1,HS-LS1-4,conceptual,"How does the process of differentiation explain why a liver cell and a skin cell look and behave so differently, even though they came from the same original fertilized egg?",fk_grade=14.6_out_of_band,1
HS-LS1,HS-LS1-5,conceptual,Why is photosynthesis considered an energy transformation process rather than an energy creation process?,fk_grade=16.8_out_of_band,1
HS-LS1,HS-LS1-6,conceptual,How does breaking down glucose during cellular metabolism provide the raw materials needed to synthesize large carbon-based molecules like amino acids?,fk_grade=17.3_out_of_band,1
HS-LS1,HS-LS1-6,conceptual,Why do cells rearrange and modify sugar-derived carbon skeletons rather than using sugar molecules directly to build amino acids?,fk_grade=14.8_out_of_band,1
HS-LS1,HS-LS1-6,conceptual,How does the availability of nitrogen in the environment affect an organism's ability to convert sugar-derived molecules into amino acids?,fk_grade=18.8_out_of_band,1
HS-LS1,HS-LS1-7,conceptual,"Why does cellular respiration release energy even though it requires breaking bonds, which normally takes energy?",fk_grade=14.3_out_of_band,1
HS-LS1,HS-LS1-7,conceptual,Why is oxygen necessary for cellular respiration to release the maximum amount of energy from glucose?,fk_grade=15.0_out_of_band,1
HS-LS1,HS-LS1-7,conceptual,"Why do the products of cellular respiration, carbon dioxide and water, contain less usable energy than the original glucose and oxygen?",fk_grade=16.2_out_of_band,1
HS-LS1,HS-LS1-1,applied,"If a mutation changes a single DNA base so that a codon now codes for a different amino acid in a hemoglobin protein, how might this affect a red blood cell's ability to carry oxygen?",fk_grade=17.3_out_of_band,1
HS-LS1,HS-LS1-2,applied,"If cardiac muscle cells are destroyed during a heart attack, predict how this damage at the cellular level would affect the heart as an organ and the circulatory system overall.",fk_grade=15.8_out_of_band,1
HS-LS1,HS-LS1-2,applied,"If smooth muscle tissue in artery walls lost the ability to contract, how would this affect blood pressure regulation by the circulatory system?",fk_grade=14.4_out_of_band,1
HS-LS1,HS-LS1-2,applied,"If the beta cells of the pancreas stop producing insulin, at which level of biological organization does this problem originate, and how does it ultimately affect the whole organism?",fk_grade=18.5_out_of_band,1
HS-LS1,HS-LS1-3,applied,"If a person runs a marathon on a hot day and their body temperature rises above 37°C, what feedback mechanism is activated, and how does it bring their temperature back to normal?",fk_grade=15.3_out_of_band,1
HS-LS1,HS-LS1-3,applied,"If someone moves from sea level to a high-altitude city where oxygen levels are lower, predict what long-term feedback response the body would show to maintain oxygen delivery to tissues.",fk_grade=16.2_out_of_band,1
HS-LS1,HS-LS1-4,applied,A doctor examining a tumor notices the cells are dividing uncontrollably and no longer differentiating properly. How do these two failures—uncontrolled mitosis and loss of differentiation—together make cancer cells harmful?,fk_grade=16.6_out_of_band,1
HS-LS1,HS-LS1-5,applied,"If you seal a healthy plant in a clear container with only water, light, and CO₂, what chemical compounds will the plant produce over time and where will the energy in those compounds come from?",fk_grade=14.2_out_of_band,1
HS-LS1,HS-LS1-5,applied,"If a scientist increases the concentration of CO₂ around a plant while keeping light intensity constant, predict what happens to the amount of glucose produced and why there is a limit to this effect.",fk_grade=16.4_out_of_band,1
HS-LS1,HS-LS1-5,applied,"If you provide a plant with radioactively labeled CO₂ (¹⁴CO₂) and then analyze the plant's tissues, in which organic molecules would you expect to find the radioactive carbon, and what does this tell you about where light energy ends up?",fk_grade=18.3_out_of_band,1
HS-LS1,HS-LS1-6,applied,"If a diet completely lacks nitrogen-containing compounds like proteins or nitrates, predict what would happen to a person's ability to synthesize new proteins, even if they eat plenty of sugar.",fk_grade=17.0_out_of_band,1
HS-LS2,HS-LS2-1,recall,What are two examples of density-dependent limiting factors that affect carrying capacity?,fk_grade=16.6_out_of_band,1
HS-LS2,HS-LS2-1,recall,What is the difference between biotic and abiotic factors that influence carrying capacity?,fk_grade=14.9_out_of_band,1
HS-LS2,HS-LS2-1,recall,What type of population growth curve is associated with a population approaching its carrying capacity?,fk_grade=15.4_out_of_band,1
HS-LS2,HS-LS2-2,recall,What is biodiversity?,fk_grade=17.0_out_of_band,1
HS-LS2,HS-LS2-2,recall,What is species richness?,fk_grade=3.7_out_of_band,1
HS-LS2,HS-LS2-3,recall,What molecule is the primary energy currency produced during cellular respiration?,fk_grade=16.6_out_of_band,1
HS-LS2,HS-LS2-3,recall,What is the chemical formula for the overall reaction of aerobic cellular respiration?,fk_grade=14.9_out_of_band,1
HS-LS2,HS-LS2-4,recall,What is a trophic level?,fk_grade=2.9_out_of_band,1
HS-LS2,HS-LS2-4,recall,What is the difference between a food chain and a food web?,fk_grade=3.8_out_of_band,1
HS-LS2,HS-LS2-6,recall,What is ecological stability?,fk_grade=18.4_out_of_band,1
HS-LS2,HS-LS2-6,recall,What term describes the process by which one community of organisms gradually replaces another after an ecosystem is disturbed?,fk_grade=16.0_out_of_band,1
HS-LS2,HS-LS2-6,recall,What is a keystone species?,fk_grade=2.9_out_of_band,1
HS-LS2,HS-LS2-6,recall,What is a trophic cascade?,fk_grade=2.9_out_of_band,1
HS-LS2,HS-LS2-7,recall,What is biodiversity?,fk_grade=17.0_out_of_band,1
HS-LS2,HS-LS2-7,recall,What is a keystone species?,fk_grade=2.9_out_of_band,1
HS-LS2,HS-LS2-8,recall,What term describes the phenomenon where animals living in groups can defend against predators more effectively because many individuals watch for danger?,fk_grade=16.1_out_of_band,1
HS-LS2,HS-LS2-1,conceptual,How does the availability of food affect the carrying capacity of an ecosystem for a predator species?,fk_grade=14.6_out_of_band,1
HS-LS2,HS-LS2-1,conceptual,Why does deforestation reduce the carrying capacity of an ecosystem for many species?,fk_grade=14.9_out_of_band,1
HS-LS2,HS-LS2-1,conceptual,Why does adding nutrients like nitrogen to a lake temporarily increase its carrying capacity for algae but ultimately decrease carrying capacity for fish?,fk_grade=18.0_out_of_band,1
HS-LS2,HS-LS2-2,conceptual,Why does a decrease in the population of a keystone predator usually cause a sharp decline in biodiversity in its ecosystem?,fk_grade=15.1_out_of_band,1
HS-LS2,HS-LS2-2,conceptual,Why do island ecosystems tend to have lower biodiversity than mainland ecosystems of the same area?,fk_grade=14.3_out_of_band,1
HS-LS2,HS-LS2-2,conceptual,Why does habitat fragmentation reduce biodiversity even if the total area of habitat remains the same?,fk_grade=15.7_out_of_band,1
HS-LS2,HS-LS2-2,conceptual,How does an increase in nutrient pollution (eutrophication) in a lake lead to a decrease in aquatic biodiversity?,fk_grade=14.4_out_of_band,1
HS-LS2,HS-LS2-3,conceptual,Why does aerobic respiration release more energy from glucose than anaerobic respiration does?,fk_grade=14.9_out_of_band,1
HS-LS2,HS-LS2-3,conceptual,How does decomposition by anaerobic bacteria contribute to the cycling of matter in an ecosystem?,fk_grade=16.2_out_of_band,1
HS-LS2,HS-LS2-3,conceptual,Why does carbon dioxide accumulate as a waste product during aerobic cellular respiration?,fk_grade=14.9_out_of_band,1
HS-LS2,HS-LS2-3,conceptual,How does the process of fermentation allow organisms to keep producing energy when oxygen is unavailable?,fk_grade=15.7_out_of_band,1
HS-LS2,HS-LS2-3,conceptual,Why is nitrogen cycling in anaerobic sediments important for maintaining nutrient availability in aquatic ecosystems?,fk_grade=21.7_out_of_band,1
HS-LS2,HS-LS2-5,conceptual,Why is carbon dioxide considered the link between photosynthesis and cellular respiration in the carbon cycle?,fk_grade=15.0_out_of_band,1
HS-LS2,HS-LS2-5,conceptual,How does deforestation disrupt the balance between photosynthesis and cellular respiration in the carbon cycle?,fk_grade=16.2_out_of_band,1
HS-LS2,HS-LS2-7,conceptual,Why does creating wildlife corridors help reduce the negative effects of habitat fragmentation on biodiversity?,fk_grade=17.0_out_of_band,1
HS-LS2,HS-LS2-7,conceptual,How does introducing a constructed wetland help reduce the impact of agricultural runoff on aquatic ecosystems?,fk_grade=15.7_out_of_band,1
HS-LS2,HS-LS2-7,conceptual,How does establishing a marine protected area (MPA) help fish populations recover from overfishing?,fk_grade=15.2_out_of_band,1
HS-LS2,HS-LS2-7,conceptual,How does replanting native vegetation along stream banks help restore water quality and protect aquatic biodiversity?,fk_grade=16.5_out_of_band,1
HS-LS2,HS-LS2-8,conceptual,"How does cooperative breeding, where non-parent individuals help raise offspring, increase a species' reproductive success?",fk_grade=16.2_out_of_band,1
HS-LS2,HS-LS2-2,applied,"A conservation biologist calculates species richness in two plots: Plot X has 10 species each representing 10% of individuals, and Plot Y has 10 species where one species makes up 91% of individuals. Using evenness as a measure, which plot has higher biodiversity and how does this affect population stability?",fk_grade=15.6_out_of_band,1
HS-LS2,HS-LS2-2,applied,"If a wolf population in a national park doubles from 50 to 100, and this causes the elk population to drop from 2,000 to 1,400, what is the predator-to-prey ratio before and after, and what does a decreasing ratio suggest about ecosystem dynamics?",fk_grade=20.7_out_of_band,1
HS-LS2,HS-LS2-3,applied,"If you add sugar to a yeast solution and seal it in a container, what happens to the mass of organic matter over time, and what products would indicate that energy is being released?",fk_grade=15.4_out_of_band,1
HS-LS2,HS-LS2-5,applied,"If all photosynthetic organisms in the ocean suddenly disappeared, what would happen to the carbon dioxide dissolved in ocean water over time?",fk_grade=15.5_out_of_band,1
HS-LS2,HS-LS2-6,applied,"If wolves are reintroduced into a region where deer have been overpopulating and overgrazing, what would you predict will happen to the plant life in that area over time?",fk_grade=14.8_out_of_band,1
HS-LS3,HS-LS3-1,recall,What is a gene?,fk_grade=-2.2_out_of_band,1
HS-LS3,HS-LS3-1,recall,What is a chromosome?,fk_grade=3.7_out_of_band,1
HS-LS3,HS-LS3-1,recall,What is an allele?,fk_grade=3.7_out_of_band,1
HS-LS3,HS-LS3-1,recall,What is a mutation?,fk_grade=3.7_out_of_band,1
HS-LS3,HS-LS3-1,recall,What does the term 'locus' mean in genetics?,fk_grade=3.8_out_of_band,1
HS-LS3,HS-LS3-1,recall,What is a codon?,fk_grade=-2.2_out_of_band,1
HS-LS3,HS-LS3-2,recall,What is a mutation?,fk_grade=3.7_out_of_band,1
HS-LS3,HS-LS3-2,recall,What is a point mutation?,fk_grade=2.9_out_of_band,1
HS-LS3,HS-LS3-2,recall,What is genetic recombination?,fk_grade=15.5_out_of_band,1
HS-LS3,HS-LS3-2,recall,What is a frameshift mutation?,fk_grade=2.9_out_of_band,1
