question_id,area,question_type,fraction_correct,discrimination,trivial,broken
HS-ESS1-074,HS-ESS1,applied,0.889,0.157,0,0
HS-ESS1-080,HS-ESS1,applied,0.889,0.157,0,0
HS-ESS1-084,HS-ESS1,applied,0.889,0.222,0,0
HS-ESS1-093,HS-ESS1,conceptual,0.889,0.222,0,0
HS-ESS1-095,HS-ESS1,applied,0.889,0.222,0,0
HS-ESS1-017,HS-ESS1,recall,0.926,0.139,0,0
HS-ESS1-018,HS-ESS1,recall,0.926,0.139,0,0
HS-ESS1-022,HS-ESS1,recall,0.926,0.139,0,0
HS-ESS1-025,HS-ESS1,recall,0.926,0.139,0,0
HS-ESS1-030,HS-ESS1,conceptual,0.926,0.139,0,0
HS-ESS1-032,HS-ESS1,conceptual,0.926,0.139,0,0
HS-ESS1-033,HS-ESS1,conceptual,0.926,0.21,0,0
HS-ESS1-035,HS-ESS1,conceptual,0.926,0.139,0,0
HS-ESS1-037,HS-ESS1,conceptual,0.926,0.139,0,0
HS-ESS1-047,HS-ESS1,conceptual,0.926,0.21,0,0
HS-ESS1-071,HS-ESS1,applied,0.926,0.21,0,0
HS-ESS1-077,HS-ESS1,applied,0.926,0.139,0,0
HS-ESS1-081,HS-ESS1,applied,0.926,0.139,0,0
HS-ESS1-082,HS-ESS1,recall,0.926,0.139,0,0
HS-ESS1-087,HS-ESS1,applied,0.926,0.21,0,0
HS-ESS1-001,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-004,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-006,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-007,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-008,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-009,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-010,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-012,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-020,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-021,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-023,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-024,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-036,HS-ESS1,conceptual,0.963,0.105,1,0
HS-ESS1-054,HS-ESS1,conceptual,0.963,0.105,1,0
HS-ESS1-059,HS-ESS1,applied,0.963,0.105,1,0
HS-ESS1-063,HS-ESS1,applied,0.963,0.105,1,0
HS-ESS1-089,HS-ESS1,conceptual,0.963,0.105,1,0
HS-ESS1-092,HS-ESS1,recall,0.963,0.105,1,0
HS-ESS1-098,HS-ESS1,conceptual,0.963,0.105,1,0
HS-ESS1-100,HS-ESS1,conceptual,0.963,0.105,1,0
HS-ESS1-003,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-026,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-027,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-051,HS-ESS1,conceptual,1.0,0.0,1,0
HS-ESS1-058,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-060,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-062,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-076,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-083,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-088,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-091,HS-ESS1,applied,1.0,0.0,1,0
HS-ESS1-096,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-097,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS1-099,HS-ESS1,recall,1.0,0.0,1,0
HS-ESS2-091,HS-ESS2,applied,0.37,0.292,0,0
HS-ESS2-047,HS-ESS2,conceptual,0.444,0.351,0,0
HS-ESS2-094,HS-ESS2,recall,0.556,0.314,0,0
HS-ESS2-028,HS-ESS2,conceptual,0.593,0.438,0,0
HS-ESS2-071,HS-ESS2,applied,0.63,0.399,0,0
HS-ESS2-006,HS-ESS2,recall,0.667,0.272,0,0
HS-ESS2-021,HS-ESS2,recall,0.667,0.416,0,0
HS-ESS2-046,HS-ESS2,conceptual,0.667,0.416,0,0
HS-ESS2-082,HS-ESS2,applied,0.667,0.351,0,0
HS-ESS2-008,HS-ESS2,recall,0.704,0.292,0,0
HS-ESS2-017,HS-ESS2,recall,0.741,0.343,0,0
HS-ESS2-027,HS-ESS2,conceptual,0.741,0.262,0,0
HS-ESS2-041,HS-ESS2,conceptual,0.741,0.305,0,0
HS-ESS2-053,HS-ESS2,conceptual,0.741,0.262,0,0
HS-ESS2-024,HS-ESS2,recall,0.778,0.314,0,0
HS-ESS2-033,HS-ESS2,conceptual,0.778,0.222,0,0
HS-ESS2-049,HS-ESS2,conceptual,0.778,0.351,0,0
HS-ESS2-055,HS-ESS2,conceptual,0.778,0.351,0,0
HS-ESS2-058,HS-ESS2,applied,0.778,0.351,0,0
HS-ESS2-009,HS-ESS2,recall,0.815,0.228,0,0
HS-ESS2-018,HS-ESS2,recall,0.815,0.228,0,0
HS-ESS2-039,HS-ESS2,conceptual,0.815,0.319,0,0
HS-ESS2-056,HS-ESS2,conceptual,0.815,0.277,0,0
HS-ESS2-060,HS-ESS2,applied,0.815,0.319,0,0
HS-ESS2-062,HS-ESS2,applied,0.815,0.319,0,0
HS-ESS2-067,HS-ESS2,applied,0.815,0.319,0,0
HS-ESS2-075,HS-ESS2,applied,0.815,0.166,0,0
HS-ESS2-076,HS-ESS2,applied,0.815,0.228,0,0
HS-ESS2-014,HS-ESS2,recall,0.852,0.228,0,0
HS-ESS2-025,HS-ESS2,conceptual,0.852,0.228,0,0
HS-ESS2-037,HS-ESS2,conceptual,0.852,0.166,0,0
HS-ESS2-038,HS-ESS2,conceptual,0.852,0.166,0,0
HS-ESS2-054,HS-ESS2,conceptual,0.852,0.319,0,0
HS-ESS2-086,HS-ESS2,applied,0.852,0.228,0,0
HS-ESS2-001,HS-ESS2,recall,0.889,0.157,0,0
HS-ESS2-023,HS-ESS2,recall,0.889,0.314,0,0
HS-ESS2-034,HS-ESS2,conceptual,0.889,0.157,0,0
HS-ESS2-035,HS-ESS2,conceptual,0.889,0.222,0,0
HS-ESS2-044,HS-ESS2,conceptual,0.889,0.222,0,0
HS-ESS2-048,HS-ESS2,conceptual,0.889,0.157,0,0
HS-ESS2-068,HS-ESS2,applied,0.889,0.222,0,0
HS-ESS2-072,HS-ESS2,applied,0.889,0.157,0,0
HS-ESS2-077,HS-ESS2,applied,0.889,0.222,0,0
HS-ESS2-083,HS-ESS2,applied,0.889,0.222,0,0
HS-ESS2-089,HS-ESS2,applied,0.889,0.157,0,0
HS-ESS2-090,HS-ESS2,applied,0.889,0.222,0,0
HS-ESS2-003,HS-ESS2,recall,0.926,0.139,0,0
HS-ESS2-012,HS-ESS2,recall,0.926,0.21,0,0
HS-ESS2-016,HS-ESS2,recall,0.926,0.139,0,0
HS-ESS2-026,HS-ESS2,conceptual,0.926,0.139,0,0
HS-ESS2-036,HS-ESS2,conceptual,0.926,0.139,0,0
HS-ESS2-040,HS-ESS2,conceptual,0.926,0.21,0,0
HS-ESS2-042,HS-ESS2,conceptual,0.926,0.139,0,0
HS-ESS2-051,HS-ESS2,conceptual,0.926,0.21,0,0
HS-ESS2-057,HS-ESS2,conceptual,0.926,0.139,0,0
HS-ESS2-059,HS-ESS2,applied,0.926,0.139,0,0
HS-ESS2-061,HS-ESS2,applied,0.926,0.139,0,0
HS-ESS2-063,HS-ESS2,applied,0.926,0.139,0,0
HS-ESS2-073,HS-ESS2,applied,0.926,0.21,0,0
HS-ESS2-002,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-007,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-011,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-020,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-022,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-029,HS-ESS2,conceptual,0.963,0.105,1,0
HS-ESS2-030,HS-ESS2,conceptual,0.963,0.105,1,0
HS-ESS2-031,HS-ESS2,conceptual,0.963,0.105,1,0
HS-ESS2-052,HS-ESS2,conceptual,0.963,0.105,1,0
HS-ESS2-066,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-069,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-070,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-078,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-079,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-080,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-088,HS-ESS2,applied,0.963,0.105,1,0
HS-ESS2-093,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-096,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-099,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-100,HS-ESS2,recall,0.963,0.105,1,0
HS-ESS2-004,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-005,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-010,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-013,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-015,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-019,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-032,HS-ESS2,conceptual,1.0,0.0,1,0
HS-ESS2-043,HS-ESS2,conceptual,1.0,0.0,1,0
HS-ESS2-045,HS-ESS2,conceptual,1.0,0.0,1,0
HS-ESS2-050,HS-ESS2,conceptual,1.0,0.0,1,0
HS-ESS2-064,HS-ESS2,applied,1.0,0.0,1,0
HS-ESS2-065,HS-ESS2,applied,1.0,0.0,1,0
HS-ESS2-074,HS-ESS2,applied,1.0,0.0,1,0
HS-ESS2-084,HS-ESS2,applied,1.0,0.0,1,0
HS-ESS2-087,HS-ESS2,applied,1.0,0.0,1,0
HS-ESS2-092,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS2-097,HS-ESS2,recall,1.0,0.0,1,0
HS-ESS3-058,HS-ESS3,applied,0.111,0.222,0,0
HS-ESS3-035,HS-ESS3,conceptual,0.815,0.277,0,0
HS-ESS3-044,HS-ESS3,applied,0.815,0.228,0,0
HS-ESS3-082,HS-ESS3,applied,0.815,0.228,0,0
HS-ESS3-016,HS-ESS3,recall,0.852,0.228,0,0
HS-ESS3-018,HS-ESS3,recall,0.852,0.228,0,0
HS-ESS3-027,HS-ESS3,conceptual,0.852,0.228,0,0
HS-ESS3-060,HS-ESS3,applied,0.852,0.228,0,0
HS-ESS3-020,HS-ESS3,conceptual,0.889,0.157,0,0
HS-ESS3-031,HS-ESS3,conceptual,0.889,0.222,0,0
HS-ESS3-034,HS-ESS3,conceptual,0.889,0.157,0,0
HS-ESS3-041,HS-ESS3,applied,0.889,0.157,0,0
HS-ESS3-001,HS-ESS3,recall,0.926,0.139,0,0
HS-ESS3-015,HS-ESS3,recall,0.926,0.21,0,0
HS-ESS3-022,HS-ESS3,conceptual,0.926,0.139,0,0
HS-ESS3-024,HS-ESS3,conceptual,0.926,0.139,0,0
HS-ESS3-026,HS-ESS3,conceptual,0.926,0.139,0,0
HS-ESS3-029,HS-ESS3,conceptual,0.926,0.139,0,0
HS-ESS3-040,HS-ESS3,conceptual,0.926,0.139,0,0
HS-ESS3-048,HS-ESS3,applied,0.926,0.139,0,0
HS-ESS3-051,HS-ESS3,applied,0.926,0.139,0,0
HS-ESS3-053,HS-ESS3,applied,0.926,0.21,0,0
HS-ESS3-064,HS-ESS3,applied,0.926,0.21,0,0
HS-ESS3-084,HS-ESS3,recall,0.926,0.139,0,0
HS-ESS3-005,HS-ESS3,recall,0.963,0.105,1,0
HS-ESS3-011,HS-ESS3,recall,0.963,0.105,1,0
HS-ESS3-019,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-021,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-028,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-033,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-038,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-052,HS-ESS3,applied,0.963,0.105,1,0
HS-ESS3-057,HS-ESS3,applied,0.963,0.105,1,0
HS-ESS3-061,HS-ESS3,applied,0.963,0.105,1,0
HS-ESS3-067,HS-ESS3,recall,0.963,0.105,1,0
HS-ESS3-073,HS-ESS3,applied,0.963,0.105,1,0
HS-ESS3-079,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-089,HS-ESS3,conceptual,0.963,0.105,1,0
HS-ESS3-092,HS-ESS3,recall,0.963,0.105,1,0
HS-ESS3-093,HS-ESS3,recall,0.963,0.105,1,0
HS-ESS3-002,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-003,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-004,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-006,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-008,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-009,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-010,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-012,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-013,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-014,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-017,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-023,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-025,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-030,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-032,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-036,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-037,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-039,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-042,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-043,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-045,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-046,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-047,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-049,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-050,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-054,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-055,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-056,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-059,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-062,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-063,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-065,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-066,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-068,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-069,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-070,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-071,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-072,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-074,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-075,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-076,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-077,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-078,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-080,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-081,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-083,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-085,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-086,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-087,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-088,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-090,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-091,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-095,HS-ESS3,conceptual,1.0,0.0,1,0
HS-ESS3-096,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-097,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-098,HS-ESS3,applied,1.0,0.0,1,0
HS-ESS3-099,HS-ESS3,recall,1.0,0.0,1,0
HS-ESS3-100,HS-ESS3,recall,1.0,0.0,1,0
HS-ETS1-055,HS-ETS1,applied,0.63,0.331,0,0
HS-ETS1-076,HS-ETS1,applied,0.778,0.351,0,0
HS-ETS1-039,HS-ETS1,conceptual,0.815,0.228,0,0
HS-ETS1-053,HS-ETS1,applied,0.815,0.277,0,0
HS-ETS1-063,HS-ETS1,applied,0.815,0.319,0,0
HS-ETS1-048,HS-ETS1,applied,0.852,0.319,0,0
HS-ETS1-050,HS-ETS1,applied,0.889,0.314,0,0
HS-ETS1-089,HS-ETS1,conceptual,0.889,0.222,0,0
HS-ETS1-040,HS-ETS1,conceptual,0.926,0.21,0,0
HS-ETS1-052,HS-ETS1,applied,0.926,0.139,0,0
HS-ETS1-060,HS-ETS1,applied,0.926,0.139,0,0
HS-ETS1-061,HS-ETS1,applied,0.926,0.21,0,0
HS-ETS1-064,HS-ETS1,applied,0.926,0.139,0,0
HS-ETS1-066,HS-ETS1,applied,0.926,0.139,0,0
HS-ETS1-071,HS-ETS1,applied,0.926,0.139,0,0
HS-ETS1-073,HS-ETS1,applied,0.926,0.21,0,0
HS-ETS1-079,HS-ETS1,recall,0.926,0.139,0,0
HS-ETS1-087,HS-ETS1,conceptual,0.926,0.139,0,0
HS-ETS1-007,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-012,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-019,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-022,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-023,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-024,HS-ETS1,recall,0.963,0.105,1,0
HS-ETS1-038,HS-ETS1,conceptual,0.963,0.105,1,0
HS-ETS1-041,HS-ETS1,conceptual,0.963,0.105,1,0
HS-ETS1-044,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-046,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-056,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-057,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-059,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-065,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-070,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-090,HS-ETS1,applied,0.963,0.105,1,0
HS-ETS1-001,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-002,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-003,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-004,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-005,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-006,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-008,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-009,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-010,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-011,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-013,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-014,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-015,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-016,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-017,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-018,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-020,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-021,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-025,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-026,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-027,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-028,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-029,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-030,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-031,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-032,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-033,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-034,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-035,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-036,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-037,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-043,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-045,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-047,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-049,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-051,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-054,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-058,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-062,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-067,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-068,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-069,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-072,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-074,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-075,HS-ETS1,applied,1.0,0.0,1,0
HS-ETS1-077,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-078,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-080,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-081,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-082,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-083,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-084,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-085,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-086,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-088,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-091,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-092,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-093,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-094,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-095,HS-ETS1,recall,1.0,0.0,1,0
HS-ETS1-096,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-097,HS-ETS1,conceptual,1.0,0.0,1,0
HS-ETS1-098,HS-ETS1,conceptual,1.0,0.0,1,0
HS-LS1-043,HS-LS1,conceptual,0.519,0.228,0,0
HS-LS1-047,HS-LS1,conceptual,0.519,0.474,0,0
HS-LS1-016,HS-LS1,recall,0.593,0.262,0,0
HS-LS1-076,HS-LS1,applied,0.63,0.399,0,0
HS-LS1-089,HS-LS1,conceptual,0.63,0.331,0,0
HS-LS1-079,HS-LS1,applied,0.704,0.292,0,0
HS-LS1-080,HS-LS1,applied,0.741,0.378,0,0
HS-LS1-062,HS-LS1,applied,0.778,0.351,0,0
HS-LS1-073,HS-LS1,applied,0.778,0.222,0,0
HS-LS1-093,HS-LS1,recall,0.778,0.314,0,0
HS-LS1-094,HS-LS1,conceptual,0.778,0.314,0,0
HS-LS1-040,HS-LS1,conceptual,0.815,0.355,0,0
HS-LS1-081,HS-LS1,applied,0.815,0.228,0,0
HS-LS1-088,HS-LS1,conceptual,0.815,0.355,0,0
HS-LS1-044,HS-LS1,conceptual,0.852,0.228,0,0
HS-LS1-057,HS-LS1,applied,0.852,0.228,0,0
HS-LS1-075,HS-LS1,applied,0.852,0.228,0,0
HS-LS1-099,HS-LS1,recall,0.852,0.228,0,0
HS-LS1-003,HS-LS1,recall,0.889,0.157,0,0
HS-LS1-006,HS-LS1,recall,0.889,0.314,0,0
HS-LS1-029,HS-LS1,conceptual,0.889,0.222,0,0
HS-LS1-032,HS-LS1,conceptual,0.889,0.222,0,0
HS-LS1-036,HS-LS1,conceptual,0.889,0.157,0,0
HS-LS1-042,HS-LS1,conceptual,0.889,0.157,0,0
HS-LS1-050,HS-LS1,applied,0.889,0.157,0,0
HS-LS1-055,HS-LS1,applied,0.889,0.222,0,0
HS-LS1-071,HS-LS1,applied,0.889,0.314,0,0
HS-LS1-077,HS-LS1,applied,0.889,0.314,0,0
HS-LS1-078,HS-LS1,applied,0.889,0.157,0,0
